title,genres,Awful,Bad,Average,Good,Excellent
"Planes, Trains & Automobiles (1987)",Comedy,1,0,6,11,9
Planet Earth (2006),Documentary,0,0,2,1,4
Planet Earth II (2016),Documentary,0,0,1,1,3
Play Time (a.k.a. Playtime) (1967),Comedy,1,0,0,1,1
Playing the Victim (Izobrazhaya zhertvu) (2006),Comedy,0,0,0,1,0
Poetic Justice (1993),Drama,0,0,1,0,0
Polish Wedding (1998),Comedy,0,1,0,0,1
Pollock (2000),Drama,0,0,7,5,2
Polyester (1981),Comedy,0,0,1,0,0
Ponette (1996),Drama,0,0,0,1,1
Pootie Tang (2001),Comedy,0,1,1,0,1
"Pope of Greenwich Village, The (1984)",Drama,1,0,2,0,0
Popstar: Never Stop Never Stopping (2016),Comedy,0,1,0,1,0
Pork Chop Hill (1959),War,0,0,1,1,0
Porky's (1982),Comedy,3,5,1,1,1
Porky's II: The Next Day (1983),Comedy,2,1,1,0,0
Porky's Revenge (1985),Comedy,2,1,2,0,0
Pornstar: The Legend of Ron Jeremy (2001),Documentary,0,0,1,0,0
"Portrait of a Lady, The (1996)",Drama,0,0,1,1,0
Powaqqatsi (1988),Documentary,0,0,2,0,1
Powder Blue (2009),Drama,0,1,0,0,0
"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,0,0,0,0,1
"Power of One, The (1992)",Drama,0,0,0,1,0
Prayers for Bobby (2009),Drama,0,0,0,1,0
"Preacher's Wife, The (1996)",Drama,0,0,3,1,1
Precious (2009),Drama,0,0,1,2,0
Prefontaine (1997),Drama,0,1,0,4,0
Pride (2007),Drama,0,0,1,0,0
"Pride of the Yankees, The (1942)",Drama,0,0,1,2,0
Priest (1994),Drama,0,0,2,0,2
"Prime of Miss Jean Brodie, The (1969)",Drama,0,0,0,1,0
Princess (Prinsessa) (2010),Drama,0,0,1,0,0
Princess Caraboo (1994),Drama,1,0,3,1,0
Private Benjamin (1980),Comedy,0,1,9,3,0
"Private Lives of Pippa Lee, The (2009)",Drama,0,0,0,1,0
Private Resort (1985),Comedy,0,1,0,0,0
Private School (1983),Comedy,0,0,1,0,0
Problem Child 2 (1991),Comedy,5,2,1,0,0
"Producers, The (1968)",Comedy,1,2,3,13,14
Project X (2012),Comedy,2,3,1,1,1
Prom Night (1980),Horror,0,1,1,0,0
Prom Night IV: Deliver Us From Evil (1992),Horror,0,0,0,1,0
"Promise, The (La promesse) (1996)",Drama,0,0,0,1,1
Promised Land (2012),Drama,0,0,1,0,0
Promises (2001),Documentary,0,0,0,1,1
Proof (2005),Drama,0,0,3,3,1
Proof of Life (2000),Drama,1,1,5,5,0
Protocol (1984),Comedy,0,0,1,0,0
Prozac Nation (2001),Drama,0,0,1,0,0
Pumping Iron (1977),Documentary,0,0,1,2,0
Pumpkinhead (1988),Horror,1,2,1,1,0
Puncture (2011),Drama,0,0,1,1,0
"Punisher, The (1989)",Action,0,2,1,0,0
Purple Butterfly (Zi hudie) (2003),Drama,0,0,0,1,0
"Pursuit of Happyness, The (2006)",Drama,0,2,10,22,12
Pushing Hands (Tui shou) (1992),Drama,0,1,0,0,0
Pushing Tin (1999),Comedy,3,6,7,9,0
"Queen of Versailles, The (2012)",Documentary,0,1,0,0,0
Quest (2017),Documentary,0,0,0,1,0
Quicksilver (1986),Drama,0,1,3,0,0
Quiz Show (1994),Drama,1,4,35,30,11
RKO 281 (1999),Drama,0,0,0,1,0
Rabbit Hole (2010),Drama,0,0,0,1,0
Race (2016),Drama,0,1,0,0,0
Radio (2003),Drama,0,0,0,4,1
Radio Day (2008),Comedy,0,0,0,0,1
Radio Flyer (1992),Drama,0,0,2,0,0
"Rage: Carrie 2, The (1999)",Horror,1,5,0,0,0
Raging Bull (1980),Drama,0,1,5,15,19
Ragtime (1981),Drama,0,0,0,1,0
Rain Man (1988),Drama,0,6,16,51,23
Raining Stones (1993),Drama,0,0,0,1,0
"Rainmaker, The (1997)",Drama,0,1,4,6,1
Raise Your Voice (2004),Romance,0,0,0,0,1
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,0,0,0,5,4
"Raisin in the Sun, A (1961)",Drama,0,0,0,3,0
Raising Arizona (1987),Comedy,1,4,6,25,22
Rapid Fire (1992),Action,0,0,0,2,0
Rat Race (2001),Comedy,0,4,7,5,2
Raw Deal (1986),Action,0,0,1,2,0
Ray (2004),Drama,0,2,1,14,2
"Razor's Edge, The (1984)",Drama,0,0,1,1,0
Ready to Rumble (2000),Comedy,1,2,2,1,0
Ready to Wear (Pret-A-Porter) (1994),Comedy,2,0,5,1,1
"Real Blonde, The (1997)",Comedy,0,0,0,1,0
Real Genius (1985),Comedy,0,1,6,10,3
Real Life (1979),Comedy,0,0,1,0,0
Reality (2014),Comedy,0,0,0,1,0
Rebel Without a Cause (1955),Drama,0,0,2,8,5
Rebound (2005),Comedy,0,0,1,0,0
Reckless Kelly (1994),Comedy,0,0,1,0,0
Recount (2008),Drama,0,0,0,1,0
Red Army (2014),Documentary,0,0,0,1,0
Red Beard (Akahige) (1965),Drama,0,0,0,0,1
Red Heat (1988),Action,0,1,2,0,0
Red Lights (Feux rouges) (2004),Drama,0,0,0,0,1
Red Rock West (1992),Thriller,0,0,6,3,2
"Ref, The (1994)",Comedy,0,3,7,4,4
Regarding Henry (1991),Drama,0,0,1,4,0
Regret to Inform (1998),Documentary,0,0,0,1,0
Reign Over Me (2007),Drama,0,0,1,2,2
Reign of Assassins (2010),Action,0,0,1,0,0
Remember the Titans (2000),Drama,1,1,8,21,10
Reno 911!: Miami (2007),Comedy,0,1,0,1,0
Rent-a-Kid (1995),Comedy,0,0,1,0,0
"Replacements, The (2000)",Comedy,1,4,10,4,0
Repossessed (1990),Comedy,1,1,1,1,0
Requiem for a Dream (2000),Drama,5,2,13,36,40
Requiem for a Heavyweight (1962),Drama,0,0,0,2,0
Requiem for the American Dream (2015),Documentary,0,0,1,0,0
Restoration (1995),Drama,0,1,4,3,0
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,0,0,0,2,1
Return of the Secaucus 7 (1980),Drama,0,0,0,2,0
Return to Sender (2015),Thriller,0,1,0,0,0
Return with Honor (1998),Documentary,0,0,0,1,0
"Return, The (Vozvrashcheniye) (2003)",Drama,0,0,0,1,2
Revenge of the Nerds (1984),Comedy,0,4,5,4,0
Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,1,3,1,1,0
Revenge of the Nerds III: The Next Generation (1992),Comedy,0,0,0,1,0
Reversal of Fortune (1990),Drama,0,1,0,4,1
Revolution OS (2001),Documentary,0,0,0,1,0
"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,0,0,0,1,0
Ricky Gervais Live 3: Fame (2007),Comedy,0,0,1,0,0
Ricky Gervais Live: Animals (2003),Comedy,0,0,0,1,0
Ridicule (1996),Drama,0,0,2,4,0
Riding Giants (2004),Documentary,0,0,1,1,2
"Right Stuff, The (1983)",Drama,1,1,3,11,6
Ring of Terror (1962),Horror,1,0,0,0,0
"Ring, The (1927)",Drama,1,0,0,0,0
"Ringer, The (2005)",Comedy,0,1,2,1,0
"Rink, The (1916)",Comedy,0,0,0,1,0
Rio Bravo (1959),Western,0,0,1,2,0
Risk (2016),Documentary,0,0,0,1,0
Risky Business (1983),Comedy,1,4,14,18,5
"River Runs Through It, A (1992)",Drama,0,0,6,8,8
"River, The (1984)",Drama,0,0,2,2,0
Rivers and Tides (2001),Documentary,0,0,0,0,1
Rize (2005),Documentary,0,0,0,1,0
Road Trip (2000),Comedy,2,7,12,18,2
Road to Morocco (1942),Comedy,0,0,0,1,0
"Road to Wellville, The (1994)",Comedy,0,2,2,0,0
Robin Hood: Men in Tights (1993),Comedy,4,14,21,22,8
Robin Williams: Live on Broadway (2002),Comedy,0,0,1,0,0
Robinson Crusoe on Mars (1964),Sci-Fi,0,1,0,0,0
Robot Jox (1990),Sci-Fi,1,0,0,0,0
Rock School (2005),Documentary,0,0,0,3,0
Rock the Kasbah (2015),Comedy,0,1,0,0,0
"Rocker, The (2008)",Comedy,0,1,0,1,0
Rocky (1976),Drama,2,4,8,29,21
Roger & Me (1989),Documentary,1,3,3,15,9
Role Models (2008),Comedy,0,2,2,14,2
Romy and Michele's High School Reunion (1997),Comedy,2,4,12,10,1
"Rookie, The (2002)",Drama,0,2,4,5,1
Room (2015),Drama,0,1,2,2,3
Room at the Top (1959),Drama,0,0,0,1,0
Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama,0,0,0,0,1
Rory Scovel Tries Stand-Up for the First Time (2017),Comedy,0,1,0,0,0
Rosetta (1999),Drama,0,0,0,1,0
Rounders (1998),Drama,0,1,7,17,11
Ruby in Paradise (1993),Drama,0,0,2,2,0
Rudy (1993),Drama,1,1,14,11,7
Run Silent Run Deep (1958),War,0,0,3,1,1
"Run of the Country, The (1995)",Drama,0,0,0,1,0
Running on Empty (1988),Drama,0,0,0,1,2
Ruthless People (1986),Comedy,0,3,4,6,1
S.F.W. (1994),Drama,0,0,1,0,0
SUBWAYStories: Tales from the Underground (1997),Drama,0,0,1,0,0
Sabotage (1936),Thriller,0,0,1,1,0
Sacrifice (Zhao shi gu er) (2010),Drama,0,0,1,0,0
"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama,0,0,0,2,1
Safe (1995),Thriller,1,1,2,0,1
"Safety of Objects, The (2001)",Drama,0,1,0,0,1
Salaam Bombay! (1988),Drama,0,0,1,1,0
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama,0,0,1,2,0
Samsara (2011),Documentary,0,0,1,1,1
Sandy Wexler (2017),Comedy,0,1,0,0,0
Sansho the Bailiff (Sanshô dayû) (1954),Drama,0,0,0,1,0
Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,0,0,0,1,0
Santa's Little Helper (2015),Children,0,1,0,0,0
Sarafina! (1992),Drama,0,0,0,1,0
Satanic (2016),Horror,1,0,0,0,0
"Savage Nights (Nuits fauves, Les) (1992)",Drama,0,0,0,1,0
Savannah Smiles (1982),Comedy,0,1,0,1,0
Saved by the Bell: Hawaiian Style (1992),Comedy,0,0,2,0,0
Saving Grace (2000),Comedy,0,0,3,4,4
Scary Movie 2 (2001),Comedy,3,6,11,4,2
Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama,0,0,0,5,2
Scenes from a Mall (1991),Comedy,1,1,0,0,0
Scenes from the Class Struggle in Beverly Hills (1989),Comedy,0,0,0,1,0
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama,0,0,0,1,0
Scent of a Woman (1992),Drama,1,1,7,12,6
Schizopolis (1996),Comedy,0,0,0,1,0
Schlussmacher (2013),Comedy,1,0,0,0,0
School Daze (1988),Drama,0,2,1,0,0
School Ties (1992),Drama,0,0,5,1,0
Scratch (2001),Documentary,0,0,1,1,1
Screwed (2000),Comedy,1,0,0,0,0
"Sea Inside, The (Mar adentro) (2004)",Drama,0,0,2,2,4
Seabiscuit (2003),Drama,0,0,3,13,2
Search Party (2014),Comedy,1,0,0,1,0
Searching for Bobby Fischer (1993),Drama,0,0,11,18,11
Searching for Sugar Man (2012),Documentary,0,0,0,2,2
Sebastian Maniscalco: What's Wrong with People? (2012),Comedy,0,0,0,1,0
Secret Agent (1936),Thriller,0,0,1,0,0
"Secret Agent, The (1996)",Drama,0,0,1,0,0
Secret Ballot (Raye makhfi) (2001),Comedy,0,0,1,1,0
"Secret Life of Bees, The (2008)",Drama,0,0,0,1,0
"Secret Lives of Dentists, The (2002)",Drama,0,0,0,1,0
Secret Society (2002),Comedy,1,0,0,0,0
Secrets & Lies (1996),Drama,0,0,0,4,7
Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,0,0,0,0,1
"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,1,0,1,0,0
Self-criticism of a Bourgeois Dog (2017),Comedy,0,0,1,0,0
"Selfish Giant, The (2013)",Drama,0,0,0,1,0
Selma (2014),Drama,0,1,1,0,0
Semi-Pro (2008),Comedy,0,2,5,3,0
Senna (2010),Documentary,1,0,0,2,3
Senseless (1998),Comedy,0,1,0,0,0
"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,0,0,0,2,1
September (1987),Drama,0,0,0,1,0
"Serpent and the Rainbow, The (1988)",Horror,0,0,1,1,0
"Sessions, The (Surrogate, The) (2012)",Drama,0,0,0,1,0
Seven Days in May (1964),Thriller,0,0,0,1,0
Seven Pounds (2008),Drama,0,0,0,7,4
Seven Up! (1964),Documentary,0,0,0,3,0
"Seven Year Itch, The (1955)",Comedy,0,1,2,5,0
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,0,0,2,8,8
Sex Drive (2008),Comedy,0,1,0,2,1
Sex Tape (2014),Comedy,0,1,3,1,0
"Sex, Lies, and Videotape (1989)",Drama,2,1,5,8,7
Sgt. Bilko (1996),Comedy,2,7,11,10,3
Shadow Conspiracy (1997),Thriller,1,1,0,0,0
Shadow World (2016),Documentary,0,0,0,0,1
Shakes the Clown (1992),Comedy,1,0,2,0,0
Shakespeare Behind Bars (2005),Documentary,0,0,1,0,0
Shame (2011),Drama,0,0,1,2,1
"Shape of Things, The (2003)",Drama,0,0,2,2,0
Sharknado (2013),Sci-Fi,1,1,2,0,0
Sharkwater (2006),Documentary,0,0,0,1,0
She Wore a Yellow Ribbon (1949),Western,0,0,1,0,0
She's Having a Baby (1988),Comedy,0,0,2,1,0
She's Out of Control (1989),Comedy,1,0,0,2,0
She's Out of My League (2010),Comedy,2,0,1,5,1
She-Devil (1989),Comedy,2,1,2,1,0
"Sheltering Sky, The (1990)",Drama,0,0,1,1,0
Sherlock - A Study in Pink (2010),Crime,0,0,0,0,2
Sherlock Holmes and Dr. Watson: Acquaintance (1979),Crime,0,0,0,0,1
Sherlock Holmes: The Woman in Green (1945),Mystery,0,0,0,1,0
SherryBaby (2006),Drama,0,0,1,0,0
"Shining, The (1980)",Horror,0,3,11,54,41
Ship of Fools (1965),Drama,0,0,0,1,0
"Shipping News, The (2001)",Drama,0,2,1,3,0
Shock Corridor (1963),Drama,0,0,0,1,0
Short Cuts (1993),Drama,2,2,4,3,4
Short Term 12 (2013),Drama,0,0,0,2,0
Shower (Xizao) (1999),Comedy,0,0,1,0,1
Showgirls (1995),Drama,6,12,11,5,1
Shrink (2009),Drama,0,1,0,0,0
Shut Up & Sing (2006),Documentary,0,1,0,2,0
Siam Sunset (1999),Comedy,0,0,0,0,1
Sibling Rivalry (1990),Comedy,0,1,1,0,0
Sid and Nancy (1986),Drama,0,1,2,5,0
Side by Side (2012),Documentary,0,0,1,0,0
Sidewalls (Medianeras) (2011),Drama,0,0,1,2,0
Sightseers (2012),Comedy,0,0,0,0,1
"Silence, The (Tystnaden) (1963)",Drama,0,0,1,1,0
Silent Movie (1976),Comedy,0,0,0,1,0
Silk Stockings (1957),Musical,0,0,0,1,0
Silkwood (1983),Drama,0,0,0,2,1
Simon Birch (1998),Drama,1,0,4,4,0
"Simple Twist of Fate, A (1994)",Drama,0,0,2,1,0
Sing Street (2016),Drama,0,0,0,3,0
"Single Girl, A (Fille seule, La) (1995)",Drama,0,0,0,1,0
"Single Man, A (2009)",Drama,0,0,0,3,0
Sirens (1994),Drama,1,0,7,4,0
Sister Act 2: Back in the Habit (1993),Comedy,4,7,2,1,0
"Sitter, The (2011)",Comedy,0,2,1,1,1
Six Degrees of Separation (1993),Drama,0,1,5,3,3
Ski School (1991),Comedy,0,1,0,0,0
Skin Deep (1989),Comedy,0,0,1,0,0
"Skin I Live In, The (La piel que habito) (2011)",Drama,1,1,0,0,2
"Skulls, The (2000)",Thriller,1,2,6,0,1
Slackers (2002),Comedy,1,2,0,2,0
"Slammin' Salmon, The (2009)",Comedy,0,0,1,0,1
Slap Shot (1977),Comedy,0,1,1,2,3
Slasher (2004),Documentary,0,0,0,1,0
Sleepaway Camp (1983),Horror,1,1,1,1,0
Sleepers (1996),Thriller,1,0,8,14,6
Sleepwalkers (1992),Horror,0,1,0,0,0
Sling Blade (1996),Drama,2,2,8,21,14
Sliver (1993),Thriller,3,2,11,2,0
Slumber Party Massacre II (1987),Horror,0,0,0,0,1
Slumber Party Massacre III (1990),Horror,0,0,0,0,1
"Slumber Party Massacre, The (1982)",Horror,0,1,0,1,0
"Snake Pit, The (1948)",Drama,0,0,1,1,0
Snow Angels (2007),Drama,0,0,1,0,0
Snow Day (2000),Comedy,1,2,1,1,0
Snow Falling on Cedars (1999),Drama,0,0,2,1,0
Soapdish (1991),Comedy,0,0,3,0,0
"Social Network, The (2010)",Drama,1,2,7,29,18
Solas (1999),Drama,0,0,0,1,0
"Soldier's Story, A (1984)",Drama,0,0,0,1,0
Some Mother's Son (1996),Drama,0,0,0,1,0
Somebody to Love (1994),Drama,0,0,1,1,0
Someone Marry Barry (2014),Comedy,0,0,1,0,0
Somers Town (2008),Drama,0,0,0,1,0
Somewhere (2010),Drama,0,0,1,0,0
Son of God (2014),Drama,1,0,0,0,0
"Son's Room, The (Stanza del figlio, La) (2001)",Drama,0,0,1,1,1
"Song of Bernadette, The (1943)",Drama,0,0,1,0,0
Song of the Little Road (Pather Panchali) (1955),Drama,0,0,0,1,1
Songs From the Second Floor (Sånger från andra våningen) (2000),Drama,0,0,0,1,0
Sons of the Desert (1933),Comedy,0,0,1,0,0
Sophie's Choice (1982),Drama,0,0,3,2,5
Sorority Boys (2002),Comedy,0,1,3,0,0
Sorority House Massacre (1986),Horror,0,0,0,0,1
Sorority House Massacre II (1990),Horror,0,0,0,0,1
Soul Food (1997),Drama,0,1,0,0,1
Soul Man (1986),Comedy,0,3,5,0,0
Soul Plane (2004),Comedy,0,0,1,0,1
"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)",Drama,0,0,0,0,1
"Source, The (1999)",Documentary,1,0,0,0,0
Southbound (2016),Horror,0,0,0,1,0
Spartan (2004),Thriller,0,0,0,3,0
Spellbound (2002),Documentary,0,1,1,6,5
Spice World (1997),Comedy,6,2,2,0,0
Spies Like Us (1985),Comedy,0,1,0,1,0
Spiral (2018),Documentary,0,0,1,0,0
Spirit Camp (2009),Horror,0,0,0,0,1
"Spitfire Grill, The (1996)",Drama,1,0,2,4,0
Spotlight (2015),Thriller,0,0,2,6,11
Spring Forward (1999),Drama,0,1,0,0,0
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,0,0,0,5,5
Spy Hard (1996),Comedy,3,9,13,4,0
St. Vincent (2014),Comedy,0,0,1,1,0
Stage Beauty (2004),Drama,0,0,0,1,0
Stage Door (1937),Drama,0,0,0,2,1
Stake Land (2010),Horror,0,0,0,1,0
Standoff (2016),Thriller,0,0,1,0,0
Stanley Kubrick: A Life in Pictures (2001),Documentary,0,0,0,1,0
"Star Is Born, A (1937)",Drama,0,0,1,2,0
Star Maps (1997),Drama,0,0,0,1,0
Stargate: Continuum (2008),Sci-Fi,0,0,1,0,0
Starsuckers (2009),Documentary,0,0,0,1,0
Start the Revolution Without Me (1970),Comedy,0,1,0,0,0
Startup.com (2001),Documentary,0,0,2,3,0
Stay (2005),Thriller,1,0,0,3,0
Stay Tuned (1992),Comedy,0,0,1,0,0
"Steal Big, Steal Little (1995)",Comedy,0,0,2,0,0
Stealing Beauty (1996),Drama,0,0,3,3,1
Stealing Home (1988),Drama,0,0,2,0,0
Steam of Life (Miesten vuoro) (2010),Documentary,0,0,0,1,0
Steel (1997),Action,1,0,2,0,0
Steel Magnolias (1989),Drama,0,1,4,3,1
Stefan Zweig: Farewell to Europe (2016),Drama,0,0,1,0,0
Step Brothers (2008),Comedy,0,2,9,11,6
Step Into Liquid (2002),Documentary,0,0,0,1,0
Stepmom (1998),Drama,0,3,0,1,2
Steve Jobs (2015),Drama,0,0,2,2,2
Steve Jobs: The Man in the Machine (2015),Documentary,0,0,0,1,0
Stevie (2002),Documentary,0,0,0,1,1
Stick It (2006),Comedy,0,2,3,1,0
Still Alice (2014),Drama,0,0,1,3,1
Still Walking (Aruitemo aruitemo) (2008),Drama,1,0,0,0,0
Stir Crazy (1980),Comedy,0,0,1,1,1
Stoked: The Rise and Fall of Gator (2002),Documentary,0,1,0,0,0
"Stolen Children (Ladro di bambini, Il) (1992)",Drama,0,0,0,1,0
Stolen Summer (2002),Drama,0,0,2,0,0
Stone Reader (2002),Documentary,0,0,0,2,0
Stoned (2005),Drama,0,1,0,0,0
Stonewall (2015),Drama,0,0,1,0,0
"Story of Film: An Odyssey, The (2011)",Documentary,0,0,0,1,0
"Story of Women (Affaire de femmes, Une) (1988)",Drama,0,0,0,0,1
"Strada, La (1954)",Drama,0,0,0,2,4
Straight Outta Compton (2015),Drama,0,0,0,4,3
Strange Brew (1983),Comedy,0,1,5,1,4
Strange Wilderness (2008),Comedy,0,0,1,1,0
Strangeland (1998),Thriller,0,0,0,1,0
Stranger in the House (1997),Thriller,0,1,0,0,1
Strangers with Candy (2005),Comedy,0,0,1,0,0
Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,0,0,0,2,0
"Streetcar Named Desire, A (1951)",Drama,0,0,2,5,13
Stuart Saves His Family (1995),Comedy,5,3,1,0,0
Stuck on You (2003),Comedy,2,0,4,4,0
"Stupids, The (1996)",Comedy,0,0,2,1,0
Style Wars (1983),Documentary,0,0,0,0,1
Sudden Death (1995),Action,0,3,9,2,2
"Suddenly, Last Summer (1959)",Drama,0,0,0,1,0
Suffragette (2015),Drama,0,0,1,0,0
Sugar & Spice (2001),Comedy,1,2,2,2,0
Sugar Hill (1994),Drama,1,0,0,1,0
Sugar Town (1999),Comedy,0,0,0,1,0
"Sugarland Express, The (1974)",Drama,0,1,0,1,0
Sully (2016),Drama,0,1,1,4,0
"Summer Place, A (1959)",Drama,0,0,1,0,0
Summer Rental (1985),Comedy,1,1,1,1,0
Summer School (1987),Comedy,0,2,2,0,0
Summer of Sam (1999),Drama,1,2,2,8,2
Sunflower (Xiang ri kui) (2005),Drama,0,1,0,0,0
Sunless (Sans Soleil) (1983),Documentary,0,0,0,1,0
"Sunset Limited, The (2011)",Drama,0,0,0,1,0
Sunset Park (1996),Drama,0,0,1,0,0
Sunshine (1999),Drama,0,0,0,1,0
Sunshine State (2002),Drama,0,0,1,1,0
"Super, The (1991)",Comedy,0,1,0,0,0
Superbad (2007),Comedy,1,2,8,25,19
Superstar (1999),Comedy,0,1,3,1,2
Surviving Christmas (2004),Comedy,0,0,2,0,0
Suspiria (1977),Horror,0,1,1,2,4
Sweet Bird of Youth (1962),Drama,0,0,1,0,0
Sweet Dreams (1985),Drama,0,0,1,0,0
"Sweet Hereafter, The (1997)",Drama,0,0,2,7,7
Sweet Liberty (1986),Comedy,0,0,1,0,0
Sweet Sixteen (2002),Drama,0,0,1,2,0
Sweetie (1989),Drama,0,0,0,1,0
Swimfan (2002),Thriller,1,0,0,1,0
Sydney White (2007),Comedy,0,1,0,1,0
Tag (2018),Comedy,0,0,0,1,0
Take Shelter (2011),Drama,0,0,1,0,1
Take This Job and Shove It (1981),Comedy,1,0,0,0,0
Take the Lead (2006),Drama,0,0,1,0,1
Taking Care of Business (1990),Comedy,0,0,1,0,0
Taking Sides (2001),Drama,0,0,0,1,0
Taking Woodstock (2009),Comedy,0,1,0,2,0
"Tale of Two Cities, A (1935)",Drama,0,0,0,1,0
Talent for the Game (1991),Drama,0,0,0,1,0
Talk Radio (1988),Drama,0,0,2,0,0
"Taming of the Shrew, The (1967)",Comedy,0,1,1,0,0
Tammy (2014),Comedy,1,0,1,0,0
Tampopo (1985),Comedy,0,0,1,1,1
Tangerines (2013),Drama,0,0,0,0,1
Tanguy (2001),Comedy,0,0,1,0,0
"Tao of Steve, The (2000)",Comedy,1,0,4,7,1
Tape (2001),Drama,0,0,1,2,1
Tapeheads (1988),Comedy,0,1,0,0,0
Taps (1981),Drama,0,0,0,1,0
Tarnation (2003),Documentary,0,0,0,1,0
Taste of Cherry (Ta'm e guilass) (1997),Drama,0,0,0,3,0
Taxi to the Dark Side (2007),Documentary,0,0,0,1,0
"Teahouse of the August Moon, The (1956)",Comedy,0,0,0,1,0
Ted 2 (2015),Comedy,1,3,2,2,1
Temple Grandin (2010),Drama,0,0,0,1,3
Temptress Moon (Feng Yue) (1996),Romance,0,0,1,0,0
"Ten, The (2007)",Comedy,0,0,0,0,1
Terri (2011),Comedy,0,1,0,0,1
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,0,0,1,0,0
Tex (1982),Drama,0,0,0,1,0
"Texas Chainsaw Massacre 2, The (1986)",Horror,1,1,1,0,0
"Texas Chainsaw Massacre, The (1974)",Horror,2,1,2,6,2
"Texas Chainsaw Massacre, The (2003)",Horror,3,1,2,1,0
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,0,0,1,0,0
That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama,0,1,1,2,0
That Sugar Film (2014),Documentary,0,0,0,0,1
That's Entertainment (1974),Documentary,0,0,0,1,0
That's My Boy (2012),Comedy,0,2,0,1,0
The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),Crime,0,0,0,0,1
The Barkley Marathons: The Race That Eats Its Young (2015),Documentary,0,0,0,1,0
The Blue Planet (2001),Documentary,0,0,0,0,2
The Boss (2016),Comedy,0,1,1,1,0
The Brothers Grimsby (2016),Comedy,0,0,3,1,0
The Clapper (2018),Comedy,0,1,0,0,0
The Conjuring 2 (2016),Horror,1,0,0,1,0
The Crew (2016),Action,0,0,1,0,0
The D Train (2015),Comedy,0,1,0,0,0
The DUFF (2015),Comedy,0,1,3,0,2
The Danish Girl (2015),Drama,0,0,0,2,0
The Dark Valley (2014),Western,0,0,1,0,0
The Death of Louis XIV (2016),Drama,0,0,0,1,0
The Death of Stalin (2017),Comedy,0,0,0,1,0
The Devil's Candy (2015),Horror,0,1,0,0,0
The Do-Over (2016),Comedy,0,0,1,0,1
The Duke of Burgundy (2014),Drama,0,0,0,1,0
The Edge of Seventeen (2016),Comedy,0,0,1,1,0
The Emperor's Club (2002),Drama,0,0,0,3,1
The End of the Tour (2015),Drama,0,0,0,1,0
The Eye: Infinity (2005),Horror,0,0,0,0,1
The FP (2012),Comedy,0,0,0,0,1
The Face of an Angel (2015),Drama,0,1,0,0,0
The Fool (2014),Drama,0,0,0,0,1
The Forgotten Space (2010),Documentary,0,0,0,1,0
The Founder (2016),Drama,0,0,0,1,1
The Fundamentals of Caring (2016),Drama,0,0,0,2,0
The Girl on the Train (2016),Thriller,0,0,0,0,1
The Greatest Showman (2017),Drama,1,0,2,1,1
The Hateful Eight (2015),Western,0,0,6,7,5
The Hero (2017),Drama,0,0,0,1,0
The House (2017),Comedy,0,0,0,1,0
The Hunger (1983),Horror,0,1,1,3,1
The Hungover Games (2014),Comedy,0,0,1,0,0
The Intern (2015),Comedy,1,0,2,7,3
The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,0,0,0,0,1
The Little World of Don Camillo (1952),Comedy,0,0,1,0,0
The Loft (2014),Thriller,0,1,0,0,0
The Magician (1958),Drama,0,0,0,0,1
The Maid's Room (2014),Thriller,0,1,0,0,0
The Malibu Bikini Shop (1986),Comedy,1,0,0,0,0
The Man Who Knew Infinity (2016),Drama,0,0,1,0,0
The Meyerowitz Stories (2017),Comedy,0,0,0,1,0
The Monkey King (1964),Animation,0,0,0,1,0
The Natural Love (1996),Documentary,0,0,0,0,1
The Night Before (1988),Comedy,0,0,1,0,0
The Night Before (2015),Comedy,0,0,0,2,2
The Opposite Sex (2014),Comedy,0,1,0,0,0
The Overnight (2015),Comedy,0,0,1,0,1
The Plague of the Zombies (1966),Horror,0,0,1,0,0
